net,length_um
clknet_0_clk,739.765µm
net701,609.705µm
net736,520.73µm
net731,503.62µm
net769,468.56µm
net78,414.21µm
net677,395.57µm
net774,392.46µm
net668,373.44µm
net679,362.52µm
net216,360.2µm
net681,318.88µm
net702,317.73µm
net697,310.53µm
net276,298.98µm
net751,287.76µm
net217,283.62µm
net259,275.85µm
net675,269.9µm
net81,267.42µm
net750,258.855µm
net777,258.11µm
net718,250.45µm
net238,245.6µm
net124,245.44µm
net76,244.46µm
net721,243.6µm
net742,237.94µm
net196,230.37µm
net694,226.98µm
net10,223.8µm
net80,220.695µm
net357,216.56µm
net703,216.48µm
net132,214.29µm
net77,206.9µm
net116,206.35µm
net551,202.22µm
net775,201.15µm
net749,200.04µm
net47,198.275µm
clknet_4_4_0_clk,198.1µm
net457,197.72µm
net253,197.025µm
net713,196.04µm
net716,192.64µm
net757,191.8µm
net766,190.895µm
net246,190.58µm
net95,189.22µm
net458,186.945µm
net738,185.76µm
clknet_4_8_0_clk,182.21µm
clk,178µm
net513,176.335µm
net741,176.22µm
net746,176.09µm
clknet_4_13_0_clk,175.78µm
net261,175.26µm
net438,173.74µm
net558,172.12µm
net335,171.385µm
net31,170.895µm
clknet_4_7_0_clk,170.27µm
net7,170.02µm
clknet_4_15_0_clk,169.42µm
net8,168.7µm
net680,168.3µm
net783,167.18µm
net105,167.14µm
net712,166.745µm
net325,164.835µm
net218,160.78µm
net353,159.92µm
net435,155.13µm
net778,154.135µm
clknet_4_12_0_clk,153.88µm
net145,153.62µm
net710,152.42µm
net139,152.09µm
net719,151.17µm
net49,148.06µm
net150,147.82µm
net456,147.45µm
net591,145.2µm
net154,144.59µm
net275,144µm
net1,143.28µm
net225,142.41µm
net536,141.83µm
net691,141.24µm
net93,139.525µm
net705,139.08µm
net231,138.3µm
net791,137.31µm
net760,136.345µm
net83,136.2µm
clknet_4_2_0_clk,135.36µm
net676,135.27µm
net740,134.62µm
net572,134.005µm
clknet_1_1__leaf_net756,133.48µm
net97,131.96µm
net129,130.99µm
clknet_4_0_0_clk,130.66µm
net203,129.54µm
net355,129.175µm
net772,129.035µm
net292,128.775µm
clknet_4_14_0_clk,127.08µm
net650,126.9µm
net349,126.44µm
clknet_4_10_0_clk,125.36µm
clknet_4_11_0_clk,124.495µm
net44,124.06µm
net209,123.92µm
net127,122.72µm
clknet_4_6_0_clk,121.2µm
net207,120.32µm
net510,119.9µm
net337,119.09µm
net388,119.08µm
net395,118.795µm
net669,117.62µm
net352,117.58µm
net3,117µm
net101,116.6µm
net525,115.625µm
net822,115.18µm
net734,114.88µm
net520,114.42µm
net590,114.34µm
clknet_4_3_0_clk,114.02µm
net470,113.8µm
clknet_4_5_0_clk,113.74µm
net453,112.62µm
net98,112.58µm
net104,112.46µm
net730,111.18µm
net134,110.78µm
net268,110.62µm
net298,109.5µm
net143,107.64µm
net762,106.84µm
net547,106.77µm
clknet_4_9_0_clk,106.66µm
net747,105.38µm
net137,105.09µm
net537,104.41µm
net512,103.98µm
net165,103.34µm
net320,103.34µm
net244,103.22µm
net334,103.02µm
net299,102.57µm
net753,101.49µm
net219,101.34µm
net341,99.97µm
clknet_1_1__leaf_net380,99.925µm
net723,99.88µm
net768,98.11µm
net351,97.92µm
net686,97.28µm
net239,97.14µm
net404,96.14µm
net181,94.66µm
net441,94.21µm
net744,94.02µm
net199,93.61µm
net709,92.34µm
net87,91.7µm
net61,90.69µm
net726,89.62µm
net696,88.335µm
net411,87.18µm
net114,86.82µm
net728,86.34µm
net131,86.3µm
net745,86.14µm
net729,85.54µm
net20,85.46µm
net674,84.8µm
net649,83.92µm
net126,83.11µm
net190,82.985µm
net66,82.87µm
net27,82.28µm
net274,82.22µm
net450,81.44µm
net722,81.38µm
net249,81.34µm
net109,80.82µm
net214,80.72µm
net422,80.455µm
net380,80.18µm
net208,80.16µm
net197,79.82µm
net133,79.3µm
net607,78.98µm
net293,78.78µm
net671,78.7µm
net306,78.59µm
net754,78.24µm
clknet_1_0__leaf_net380,78.15µm
net426,78.04µm
net89,77.96µm
net724,77.94µm
net767,77.76µm
net389,76.92µm
net222,76.82µm
net111,76.62µm
net128,76.22µm
net785,76.1µm
net373,75.825µm
net678,75.6µm
net382,75.28µm
net717,75.26µm
net473,74.88µm
net567,74.875µm
net91,74.28µm
net367,72.96µm
net673,72.68µm
net184,72.64µm
net594,71.74µm
net332,71.46µm
net175,70.44µm
net26,69.54µm
net271,69.52µm
net619,69.52µm
net71,69.185µm
net708,69.18µm
net682,68.98µm
net524,68.62µm
net38,68.315µm
net672,68.2µm
net158,67.49µm
net2,66.64µm
net72,66.28µm
net793,66.11µm
net52,66.1µm
net689,65.68µm
net425,65.53µm
net440,65.02µm
net174,64.8µm
net695,64.56µm
