net,length_um
net58,6.2µm
net424,6.16µm
net472,6.08µm
net981,6.075µm
net440,6.06µm
in16,5.99µm
in3,5.99µm
net942,5.99µm
net279,5.98µm
in14,5.97µm
net172,5.94µm
net557,5.94µm
clknet_1_1__leaf_net652,5.94µm
clknet_1_0__leaf_net378,5.89µm
net598,5.84µm
in4,5.8µm
net161,5.8µm
clknet_1_0__leaf_net582,5.8µm
in15,5.75µm
out11,5.75µm
out13,5.75µm
out17,5.75µm
out19,5.75µm
out47,5.75µm
out5,5.75µm
out59,5.75µm
net191,5.72µm
net127,5.68µm
net734,5.68µm
net929,5.68µm
in29,5.65µm
out8,5.63µm
net184,5.62µm
clknet_1_0__leaf_net629,5.6µm
in1,5.46µm
net670,5.46µm
net941,5.44µm
out32,5.41µm
net128,5.4µm
net178,5.38µm
net625,5.38µm
net639,5.38µm
net655,5.38µm
net19,5.36µm
clknet_1_0__leaf_net396,5.34µm
