net,length_um
net951,4.94µm
net267,4.92µm
clknet_1_0__leaf_net597,4.92µm
net555,4.9µm
net292,4.885µm
net104,4.88µm
net433,4.88µm
net751,4.88µm
net242,4.76µm
net673,4.76µm
net913,4.76µm
out14,4.73µm
out21,4.73µm
out58,4.73µm
clknet_1_1__leaf_net578,4.7µm
net345,4.69µm
out10,4.61µm
out12,4.61µm
out28,4.61µm
out37,4.61µm
net143,4.6µm
net60,4.585µm
net941,4.57µm
net439,4.54µm
net118,4.46µm
net950,4.46µm
net468,4.42µm
clknet_1_0__leaf_net381,4.42µm
out11,4.39µm
out16,4.39µm
out25,4.39µm
out36,4.39µm
out39,4.39µm
out45,4.39µm
out49,4.39µm
out7,4.39µm
net644,4.36µm
net731,4.36µm
net185,4.34µm
net369,4.34µm
net470,4.34µm
net478,4.31µm
out29,4.27µm
net358,4.22µm
net454,4.2µm
net117,4.12µm
net726,4.12µm
net381,4.08µm
net780,4.08µm
net435,4.02µm
net224,4.01µm
net887,4µm
clknet_1_0__leaf_net708,4µm
net931,4µm
out22,3.93µm
out31,3.93µm
out53,3.93µm
out54,3.93µm
out9,3.93µm
net944,3.88µm
net507,3.78µm
net929,3.78µm
clknet_1_1__leaf_net250,3.765µm
net391,3.54µm
net396,3.54µm
net447,3.54µm
net695,3.54µm
net404,3.505µm
net318,3.44µm
net99,3.42µm
clknet_1_0__leaf_net501,3.42µm
clknet_1_1__leaf_net381,3.32µm
net935,3.32µm
net405,3.175µm
net360,3.1µm
net131,3.08µm
net918,3.08µm
net956,3.08µm
net400,2.985µm
net475,2.98µm
net869,2.98µm
net611,2.96µm
net912,2.96µm
net502,2.88µm
net41,2.76µm
clknet_1_1__leaf_net491,2.73µm
net928,2.73µm
net148,2.64µm
net272,2.64µm
net382,2.64µm
net516,2.64µm
net466,2.62µm
net659,2.62µm
net80,2.62µm
net901,2.52µm
net616,2.505µm
net665,2.5µm
clknet_1_1__leaf_net439,2.5µm
clknet_1_0__leaf_net165,2.5µm
net943,2.5µm
clknet_1_0__leaf_net619,2.4µm
net660,2.38µm
net464,2.3µm
net622,2.28µm
clknet_1_0__leaf_net144,2.28µm
net939,2.28µm
net574,2.255µm
net601,2.18µm
net485,2.175µm
net627,2.16µm
net647,2.16µm
net678,2.16µm
net692,2.16µm
net921,2.16µm
net579,2.145µm
net149,2.04µm
net331,2.04µm
net348,2.04µm
clknet_1_0__leaf_net143,2.04µm
net487,1.94µm
net431,1.84µm
net53,1.84µm
net930,1.84µm
net577,1.82µm
net952,1.82µm
net22,1.72µm
net488,1.7µm
net523,1.7µm
clknet_1_1__leaf_net162,1.7µm
clknet_1_1__leaf_net503,1.7µm
net909,1.7µm
net927,1.7µm
net520,1.67µm
net923,1.48µm
net597,1.38µm
net160,1.36µm
net718,1.36µm
net26,1.14µm
net958,1.14µm
net29,0.92µm
net428,0.92µm
net551,0.92µm
net580,0.92µm
net706,0.46µm
