net,length_um
clknet_0_clk,875.92µm
net921,772.5µm
net923,669.51µm
net1043,602.92µm
net927,571.13µm
net920,550.185µm
net1045,549.72µm
net1040,468.675µm
net1041,458.385µm
net1000,411.97µm
net92,408.77µm
net899,402.76µm
net215,391.255µm
net1039,386.39µm
net912,370.49µm
net1020,367.715µm
net1044,364.585µm
net72,363.12µm
net1022,350.835µm
net213,348.17µm
net902,348.03µm
net1038,346.23µm
net125,343.86µm
net906,340.48µm
net207,331.54µm
net422,327.165µm
net78,325.1µm
net200,319.845µm
net1033,317.73µm
net990,308.98µm
net8,306.53µm
net972,305.575µm
net818,302.1µm
net284,302.08µm
net320,299.09µm
net960,294.37µm
net1017,294.205µm
net71,293.81µm
net988,288.22µm
net1019,287.91µm
net322,284.775µm
net254,282.225µm
net1014,272.555µm
net2,272.08µm
net142,271.25µm
net1031,270.565µm
clknet_4_7_0_clk,267.82µm
net1029,264.33µm
net1037,262.89µm
net281,260.765µm
net867,259.78µm
net777,259.72µm
net898,258.94µm
net981,257.78µm
net283,255.85µm
net11,252.425µm
net900,250.82µm
net1003,247.74µm
net1030,245.315µm
clknet_4_15_0_clk,244.3µm
net273,243.66µm
net804,242.44µm
net317,241.745µm
net914,239.16µm
net1024,238.835µm
clknet_4_3_0_clk,237.49µm
net812,235.34µm
net952,234.38µm
clk,232.59µm
net1004,232.39µm
net866,227.695µm
net1006,227.6µm
net771,226.68µm
net562,222.18µm
net1016,221.985µm
clknet_4_13_0_clk,221.805µm
net366,221.555µm
net41,220.91µm
net776,220.9µm
net968,218.185µm
net835,217.855µm
net1026,215.37µm
net199,214.76µm
clknet_4_4_0_clk,213.8µm
net935,212.77µm
net971,209.345µm
net532,208.02µm
net1042,208µm
net42,204.51µm
net85,202.3µm
net146,200.625µm
clknet_4_14_0_clk,198.3µm
clknet_4_5_0_clk,197.54µm
clknet_4_9_0_clk,196.575µm
net385,195.32µm
net940,194.285µm
net80,193.03µm
net948,192.765µm
net989,192.22µm
clknet_4_0_0_clk,191.37µm
net588,190.75µm
net840,189.66µm
net308,189.315µm
net997,187.82µm
net1027,187.41µm
clknet_4_8_0_clk,183.93µm
net180,182.365µm
net926,181.555µm
clknet_4_6_0_clk,181.24µm
net994,180.7µm
net941,179.93µm
net246,179.14µm
